Sensor n. 01  Type: Barometer[161]  s/n:18104414  Batt:100%
Sensor n. 02  Type: AquaTR100[10]  s/n:630411  Batt:88%
Sensor n. 03  Type: AquaTR100[10]  s/n:630415  Batt:88%
Sensor n. 04  Type: AquaTR100[10]  s/n:630427  Batt:89%
Record n,Date,Time,Sensor n,Pressure(mBar)[2:21],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129]
3083,30/03/2019,17:00,01,1026.300,02,30331.058,12.573,39771.296,25.261,25.851,32.970,1.019,03,30951.102,12.465,40694.324,25.901,26.451,32.309,1.019,04,31085.870,12.162,41184.764,26.222,26.770,32.169,1.020
3084,30/03/2019,17:30,01,1026.100,02,30317.800,12.471,39855.272,25.312,25.906,32.984,1.019,03,31005.938,12.182,41058.108,26.135,26.688,32.252,1.020,04,31283.372,12.045,41569.752,26.484,27.003,31.988,1.020
3085,30/03/2019,18:00,01,1025.800,02,30703.902,12.269,40568.848,25.798,26.370,32.569,1.019,03,30872.296,12.133,40931.484,26.042,26.605,32.392,1.020,04,31658.536,11.780,42352.644,27.013,27.529,31.587,1.020
3086,30/03/2019,18:30,01,1025.700,02,30417.010,12.328,40129.828,25.494,26.084,32.876,1.019,03,30671.796,12.189,40608.512,25.819,26.396,32.603,1.019,04,31219.208,11.999,41532.328,26.454,27.002,32.024,1.020
3087,30/03/2019,19:00,01,1025.500,02,30538.796,12.256,40363.348,25.653,26.236,32.745,1.019,03,30753.402,12.139,40768.084,25.928,26.499,32.517,1.020,04,31284.038,12.001,41616.952,26.513,27.051,31.965,1.020
3088,30/03/2019,19:30,01,1025.400,02,30651.928,12.199,40571.796,25.794,26.372,32.624,1.019,03,31474.498,12.043,41825.620,26.664,27.187,31.772,1.020,04,32451.108,11.728,43470.216,27.798,28.281,30.789,1.021
3089,30/03/2019,20:00,01,1025.500,02,30467.160,12.267,40257.764,25.579,26.168,32.822,1.019,03,31961.762,11.913,42613.076,27.208,27.698,31.287,1.021,04,32733.770,11.650,43937.064,28.121,28.559,30.549,1.021
3090,30/03/2019,20:30,01,1025.700,02,30586.920,12.242,40441.216,25.706,26.287,32.694,1.019,03,32084.090,11.937,42750.780,27.307,27.788,31.168,1.021,04,33168.076,11.606,44570.312,28.566,28.998,30.121,1.022
3091,30/03/2019,21:00,01,1025.700,02,30531.928,12.145,40467.956,25.717,26.304,32.753,1.019,03,32324.116,11.830,43187.880,27.607,28.072,30.937,1.021,04,33507.228,11.519,45126.696,28.953,29.332,29.844,1.022
3092,30/03/2019,21:30,01,1025.800,02,30812.798,12.107,40879.920,26.004,26.572,32.454,1.020,03,32768.182,11.701,43926.104,28.118,28.552,30.517,1.021,04,34095.340,11.368,46098.264,29.630,29.931,29.362,1.023
3093,30/03/2019,22:00,01,1025.800,02,30862.810,12.029,41027.072,26.101,26.668,32.401,1.020,03,33434.276,11.557,44984.372,28.856,29.240,29.909,1.022,04,34183.736,11.351,46238.264,29.728,30.055,29.254,1.023
3094,30/03/2019,22:30,01,1025.800,02,30931.582,11.936,41216.348,26.226,26.791,32.329,1.020,03,33668.252,11.457,45415.872,29.153,29.520,29.702,1.022,04,34144.220,11.331,46208.232,29.705,30.057,29.266,1.023
3095,30/03/2019,23:00,01,1026.000,02,31302.232,11.932,41713.784,26.576,27.114,31.947,1.020,03,34001.936,11.386,45949.832,29.526,29.867,29.410,1.022,04,34262.636,11.307,46397.452,29.837,30.158,29.186,1.023
3096,30/03/2019,23:30,01,1025.600,02,31693.362,11.858,42314.756,26.993,27.505,31.552,1.020,03,34247.184,11.317,46364.104,29.814,30.137,29.199,1.023,04,34235.336,11.275,46399.076,29.835,30.133,29.234,1.023
3097,31/03/2019,00:00,01,1025.500,02,31506.560,11.872,42050.904,26.808,27.333,31.739,1.020,03,34181.872,11.329,46261.660,29.742,30.070,29.255,1.023,04,34246.584,11.271,46418.780,29.849,30.172,29.200,1.023
3098,31/03/2019,00:30,01,1025.500,02,30834.188,11.844,41182.848,26.195,26.769,32.432,1.020,03,33152.276,11.528,44638.764,28.607,29.015,30.164,1.022,04,33990.500,11.331,46000.300,29.558,29.902,29.419,1.022
